"id_registro","anio","provincia","pea","salario_promedio","id_registro (Right)","fecha","provincia (Right)","sector_economico","poblacion_economicamente_activa","personas_empleadas","personas_desempleadas","tasa_desempleo","salario_promedio (Right)","inflacion","pib_millones"
218,2025,"Guayas",235968,1193.2,218,"2015-10-01","Bolivar","Agricultura",73383,70222,3161,4.31,345.11,1.06,83367.5
219,2026,"Pichincha",136995,656.26,219,"2015-10-01","Cañar","Servicios",78745,73348,5397,6.85,361.55,3.03,84819.77
220,2024,"Guayas",427912,1358.15,220,"2015-10-01","Carchi","Construccion",89528,84118,5410,6.04,378.46,4.37,85714.96
221,2024,"Loja",195159,1468.79,221,"2015-10-01","Chimborazo","Construccion",93684,89513,4171,4.45,351.11,0.06,84711.04
222,2026,"Guayas",434264,1974.64,222,"2015-10-01","Cotopaxi","Agricultura",104525,100168,4357,4.17,357.08,2.39,84052.04
223,2025,"Azuay",266279,878.97,223,"2015-10-01","El Oro","Servicios",107209,100246,6963,6.5,373.21,0.11,86821.25
224,2026,"Loja",204685,1283.53,224,"2015-10-01","Esmeraldas","Agricultura",117232,110760,6472,5.52,370.67,2.15,85271.58
225,2026,"Azuay",254905,1857.97,225,"2015-10-01","Galapagos","Servicios",121198,113045,8153,6.73,363.2,2.73,83441.2
226,2026,"Guayas",173360,1454.54,226,"2015-10-01","Guayas","Agricultura",122632,114204,8428,6.87,372.5,2.09,86554.83
227,2025,"Loja",180093,1037.25,227,"2015-10-01","Imbabura","Servicios",134758,126756,8002,5.94,378.64,-0.09,86038.11
228,2024,"Guayas",13917,1771.93,228,"2015-10-01","Loja","Construccion",141387,133145,8242,5.83,354.5,1.63,87089.68
229,2026,"Loja",258368,1858.84,229,"2015-10-01","Los Rios","Servicios",148949,142758,6191,4.16,352.19,3.04,84173.25
230,2025,"Guayas",267438,1890.49,230,"2015-10-01","Manabi","Manufactura",151818,144452,7366,4.85,375.25,3.54,85782.82
231,2025,"Guayas",396355,1095.79,231,"2015-10-01","Morona Santiago","Comercio",157278,150603,6675,4.24,351.41,3.22,87083.73
232,2025,"Azuay",403462,1371.59,232,"2015-10-01","Napo","Construccion",160260,150989,9271,5.79,354.07,4.67,84047.91
233,2024,"Pichincha",154503,402.26,233,"2015-10-01","Orellana","Servicios",166572,156561,10011,6.01,366.42,4.09,86193.87
234,2025,"Guayas",434742,1992.49,234,"2015-10-01","Pastaza","Manufactura",172341,162108,10233,5.94,353.5,1.94,84309.14
235,2024,"Manabi",115795,1254.06,235,"2015-10-01","Pichincha","Manufactura",180650,171572,9078,5.03,379,3.76,83460.03
236,2025,"Loja",442063,1750.06,236,"2015-10-01","Santa Elena","Servicios",184736,175708,9028,4.89,360.59,3.88,85038.45
237,2025,"Guayas",384397,493.52,237,"2015-10-01","Santo Domingo de los Tsachilas","Manufactura",190421,179023,11398,5.99,362.89,4.34,85590.16
238,2025,"Manabi",378537,577.17,238,"2015-10-01","Sucumbios","Comercio",198792,189762,9030,4.54,375.11,3.37,85623.7
239,2025,"Guayas",214290,1438.75,239,"2015-10-01","Tungurahua","Construccion",203181,192550,10631,5.23,356.77,3.28,83687.65
240,2024,"Loja",58030,508.93,240,"2015-10-01","Zamora Chinchipe","Manufactura",216152,205989,10163,4.7,370.37,0.97,87327.98
241,2026,"Loja",27876,1277.39,241,"2015-11-01","Azuay","Comercio",69976,65754,4222,6.03,369.78,2.72,84702.99
242,2025,"Azuay",321150,1668.96,242,"2015-11-01","Bolivar","Manufactura",78591,74204,4387,5.58,371.05,4.82,86584.46
243,2025,"Loja",439010,852.64,243,"2015-11-01","Cañar","Servicios",80851,77491,3360,4.16,376.37,2.25,84356.06
244,2026,"Manabi",380872,615.58,244,"2015-11-01","Carchi","Manufactura",85199,81063,4136,4.86,375.21,3.74,83863.96
245,2026,"Azuay",472334,1646.99,245,"2015-11-01","Chimborazo","Agricultura",96727,92592,4135,4.28,374.39,4.53,86583.52
246,2026,"Loja",37107,1176.81,246,"2015-11-01","Cotopaxi","Construccion",102759,98485,4274,4.16,378.78,2.36,83678.89
247,2025,"Azuay",458067,836.32,247,"2015-11-01","El Oro","Manufactura",106043,101712,4331,4.08,365,4.63,86695.88
248,2025,"Azuay",364227,1739.46,248,"2015-11-01","Esmeraldas","Comercio",111021,106453,4568,4.11,372.24,4.56,84862.27
249,2024,"Loja",363181,1680.61,249,"2015-11-01","Galapagos","Manufactura",122519,115357,7162,5.85,347.63,4.5,82595.02
251,2024,"Guayas",483914,735.88,251,"2015-11-01","Imbabura","Agricultura",132909,127107,5802,4.37,363.91,0.96,85694.76
252,2025,"Azuay",129520,753.64,252,"2015-11-01","Loja","Servicios",136193,127327,8866,6.51,364.28,2.35,85180.27
253,2026,"Pichincha",490627,818.6,253,"2015-11-01","Los Rios","Servicios",144743,135834,8909,6.16,353.11,1.24,82507.82
254,2026,"Guayas",40266,1763.27,254,"2015-11-01","Manabi","Servicios",154007,146982,7025,4.56,353.42,3.24,85117.42
255,2024,"Pichincha",488321,-500,255,"2015-11-01","Morona Santiago","Comercio",162499,153526,8973,5.52,354.62,4.94,85270.76
256,2024,"Manabi",462862,893.38,256,"2015-11-01","Napo","Agricultura",160700,151208,9492,5.91,339.65,4.9,83768.25
257,2024,"Azuay",189930,1795.99,257,"2015-11-01","Orellana","Construccion",172039,163913,8126,4.72,362.28,3.18,83018.32
258,2026,"Azuay",82553,1684.74,258,"2015-11-01","Pastaza","Comercio",174977,167746,7231,4.13,346,2.59,86567.54
259,2026,"Azuay",429442,724.4,259,"2015-11-01","Pichincha","Comercio",187035,176009,11026,5.9,370.05,4,82815.5
260,2024,"Manabi",235096,1858.62,260,"2015-11-01","Santa Elena","Construccion",186202,177115,9087,4.88,340.68,-0.07,83497.35
261,2024,"Loja",263632,1001.34,261,"2015-11-01","Santo Domingo de los Tsachilas","Manufactura",200444,190032,10412,5.19,340.46,4.02,84867
262,2024,"Guayas",359323,1809.45,262,"2015-11-01","Sucumbios","Agricultura",203089,192791,10298,5.07,352.28,3.84,86828.99
263,2024,"Pichincha",190787,1053.33,263,"2015-11-01","Tungurahua","Construccion",210834,199637,11197,5.31,377.26,1.82,84698.68
264,2025,"Pichincha",233583,1001.44,264,"2015-11-01","Zamora Chinchipe","Agricultura",214267,202507,11760,5.49,359.77,2.34,87121.55
265,2026,"Azuay",119578,1400.84,265,"2015-12-01","Azuay","Construccion",71955,68907,3048,4.24,360.82,2.89,86611.71
266,2026,"Manabi",267547,1654.72,266,"2015-12-01","Bolivar","Comercio",73180,70078,3102,4.24,363.1,3.2,84032.48
267,2026,"Pichincha",203329,1424.32,267,"2015-12-01","Cañar","Construccion",80730,75831,4899,6.07,373.8,1.56,82711.78
268,2025,"Pichincha",184546,677.96,268,"2015-12-01","Carchi","Comercio",91626,87207,4419,4.82,342,4.89,87239.52
269,2025,"Guayas",397419,493.6,269,"2015-12-01","Chimborazo","Servicios",96952,91582,5370,5.54,340.25,3.67,83299.93
270,2025,"Loja",100782,1782.98,270,"2015-12-01","Cotopaxi","Comercio",104679,100383,4296,4.1,353.65,0.06,86392.58
271,2025,"Azuay",472859,1299.53,271,"2015-12-01","El Oro","Comercio",113293,108652,4641,4.1,353.84,0.51,84749.61
272,2025,"Guayas",222874,1678.18,272,"2015-12-01","Esmeraldas","Manufactura",111759,105365,6394,5.72,364.98,2.51,84490.17
273,2025,"Manabi",355243,1061.77,273,"2015-12-01","Galapagos","Agricultura",118858,114012,4846,4.08,375.54,0.69,85088.73
274,2024,"Pichincha",415743,1486.77,274,"2015-12-01","Guayas","Comercio",127788,119706,8082,6.32,363.48,3.43,83572.85
275,2024,"Manabi",247003,1275.51,275,"2015-12-01","Imbabura","Comercio",133279,127458,5821,4.37,374.95,4.22,84760.21
276,2026,"Azuay",411283,873.98,276,"2015-12-01","Loja","Agricultura",137938,129067,8871,6.43,365.71,4.83,87432.87
277,2025,"Guayas",445687,959.93,277,"2015-12-01","Los Rios","Manufactura",152011,143459,8552,5.63,367.47,4.42,86756.81
279,2025,"Azuay",154256,1480.57,279,"2015-12-01","Morona Santiago","Manufactura",156430,148480,7950,5.08,378.32,2.73,84837.03
280,2025,"Guayas",43854,975.61,280,"2015-12-01","Napo","Comercio",163912,157033,6879,4.2,358.15,1.81,86084.67
281,2026,"Manabi",204458,549.6,281,"2015-12-01","Orellana","Comercio",175708,164340,11368,6.47,364.69,0.09,87361.9
282,2026,"Guayas",79443,1131.03,282,"2015-12-01","Pastaza","Servicios",183132,172071,11061,6.04,370.21,1.53,86889.8
283,2026,"Loja",424928,563.04,283,"2015-12-01","Pichincha","Agricultura",184981,173322,11659,6.3,373.73,0.38,85014.32
284,2025,"Pichincha",10182,1179.51,284,"2015-12-01","Santa Elena","Construccion",196988,188205,8783,4.46,367.37,0.57,84113.3
285,2024,"Pichincha",77804,1917.71,285,"2015-12-01","Santo Domingo de los Tsachilas","Servicios",203501,189898,13603,6.68,364.4,4.18,83753.03
286,2024,"Loja",164789,1886.27,286,"2015-12-01","Sucumbios","Manufactura",205996,196983,9013,4.38,359.1,1.3,85167.39
287,2024,"Guayas",281990,702.96,287,"2015-12-01","Tungurahua","Servicios",217696,202839,14857,6.82,367.83,0.52,85793.66
288,2026,"Loja",181643,831.98,288,"2015-12-01","Zamora Chinchipe","Agricultura",220031,205669,14362,6.53,340.13,2.69,86626.18
289,2024,"Loja",282932,705.99,289,"2016-01-01","Azuay","Agricultura",75499,71880,3619,4.79,383.72,0.82,89560.69
290,2026,"Pichincha",253611,785.96,290,"2016-01-01","Bolivar","Manufactura",80806,75419,5387,6.67,371.08,2.59,89909.54
291,2025,"Azuay",455331,950.14,291,"2016-01-01","Cañar","Comercio",85897,81695,4202,4.89,376.58,0.09,86999.57
292,2026,"Guayas",77466,807.52,292,"2016-01-01","Carchi","Construccion",93451,89141,4310,4.61,387.73,2.92,88262.91
293,2026,"Manabi",308926,472.13,293,"2016-01-01","Chimborazo","Comercio",98971,94624,4347,4.39,371.76,1.66,89508.26
294,2025,"Loja",280963,1071.06,294,"2016-01-01","Cotopaxi","Comercio",101044,96192,4852,4.8,370.61,1.01,87184.06
295,2026,"Azuay",110517,675.09,295,"2016-01-01","El Oro","Servicios",112484,107147,5337,4.74,372.1,4.29,87498.5
296,2025,"Guayas",244806,1541.89,296,"2016-01-01","Esmeraldas","Construccion",117355,111993,5362,4.57,377.67,0.54,91679.85
297,2026,"Pichincha",198430,1632.53,297,"2016-01-01","Galapagos","Manufactura",126977,121810,5167,4.07,397.67,4.71,89227.22
298,2024,"Manabi",274199,1606.84,298,"2016-01-01","Guayas","Comercio",134984,128156,6828,5.06,394.29,-0.03,89174.47
299,2024,"Manabi",473660,1384.37,299,"2016-01-01","Imbabura","Construccion",136706,129037,7669,5.61,394.3,4.19,88854.64
300,2024,"Pichincha",133687,1161.4,300,"2016-01-01","Loja","Servicios",145228,137825,7403,5.1,366.79,1.82,89551.41
301,2025,"Pichincha",432020,790.5,301,"2016-01-01","Los Rios","Servicios",149948,143620,6328,4.22,370.19,2.37,90522.02
302,2026,"Loja",386063,909.34,302,"2016-01-01","Manabi","Servicios",153763,147019,6744,4.39,398.47,0.21,88565.99
304,2026,"Loja",273526,853.91,304,"2016-01-01","Napo","Servicios",165649,158343,7306,4.41,377.28,1.47,89068.72
305,2025,"Azuay",249621,1136.5,305,"2016-01-01","Orellana","Servicios",180055,172098,7957,4.42,374.72,4.64,88292.65
306,2025,"Azuay",55247,1577.72,306,"2016-01-01","Pastaza","Servicios",183109,172524,10585,5.78,378.59,2.39,89248.57
307,2025,"Loja",128301,1109.95,307,"2016-01-01","Pichincha","Comercio",189715,179424,10291,5.42,363.38,-0.21,88356.2
308,2026,"Manabi",361225,403.3,308,"2016-01-01","Santa Elena","Servicios",200965,191072,9893,4.92,384.17,4.46,91060.5
309,2026,"Manabi",435009,1486.06,309,"2016-01-01","Santo Domingo de los Tsachilas","Manufactura",205774,195904,9870,4.8,382.14,3.17,91560.28
310,2024,"Pichincha",457644,1362.57,310,"2016-01-01","Sucumbios","Comercio",205438,193625,11813,5.75,383.79,0.6,89845.13
311,2025,"Loja",258948,1387.11,311,"2016-01-01","Tungurahua","Manufactura",213615,199805,13810,6.46,387.02,0.98,89562.85
312,2025,"Loja",198751,1328.28,312,"2016-01-01","Zamora Chinchipe","Servicios",218102,206493,11609,5.32,367.16,1.92,88764.8
313,2024,"Loja",436154,731.28,313,"2016-02-01","Azuay","Manufactura",74544,69611,4933,6.62,364.52,3.6,87011.41
314,2024,"Loja",371984,1023.88,314,"2016-02-01","Bolivar","Manufactura",82676,78563,4113,4.98,371.55,3.21,89327.39
315,2026,"Loja",36750,490.95,315,"2016-02-01","Cañar","Construccion",87687,81781,5906,6.74,389.88,1.51,88471.43
316,2026,"Manabi",91719,892.13,316,"2016-02-01","Carchi","Construccion",96820,91541,5279,5.45,370.94,4.77,88095.03
317,2025,"Pichincha",356928,671.25,317,"2016-02-01","Chimborazo","Servicios",98229,92223,6006,6.11,378.19,3.36,89145.02
318,2025,"Loja",349863,1221.03,318,"2016-02-01","Cotopaxi","Comercio",104643,99554,5089,4.86,394.83,2.74,89415.95
319,2026,"Guayas",340397,480.39,319,"2016-02-01","El Oro","Agricultura",112485,104765,7720,6.86,370.51,3.96,88152.26
320,2026,"Manabi",104013,1696.85,320,"2016-02-01","Esmeraldas","Servicios",119174,111104,8070,6.77,367.56,3.18,90436.69
321,2026,"Manabi",453189,1984.22,321,"2016-02-01","Galapagos","Servicios",124611,116139,8472,6.8,383.63,3.39,87386.36
322,2025,"Azuay",463659,1396.41,322,"2016-02-01","Guayas","Agricultura",130758,124577,6181,4.73,384.52,3.25,89355.21
323,2024,"Guayas",289111,1880.01,323,"2016-02-01","Imbabura","Agricultura",135148,128067,7081,5.24,389.83,3.5,87202.72
324,2025,"Azuay",254099,1653.95,324,"2016-02-01","Loja","Comercio",149192,138848,10344,6.93,394.23,0.54,89964.46
325,2025,"Pichincha",109441,1429.5,325,"2016-02-01","Los Rios","Agricultura",154667,145462,9205,5.95,370.42,3.71,88136.23
326,2024,"Pichincha",15831,494.04,326,"2016-02-01","Manabi","Agricultura",154979,145748,9231,5.96,393.01,0.93,90393.43
327,2025,"Guayas",96858,1763.95,327,"2016-02-01","Morona Santiago","Comercio",163050,154484,8566,5.25,360.45,4.14,91369.61
328,2026,"Manabi",301221,715.9,328,"2016-02-01","Napo","Agricultura",174967,166991,7976,4.56,370.58,3.67,91061.45
329,2024,"Manabi",395286,609.58,329,"2016-02-01","Orellana","Comercio",173671,165170,8501,4.9,372.4,2.89,91342.27
330,2026,"Loja",462647,969.16,330,"2016-02-01","Pastaza","Construccion",189090,178553,10537,5.57,379.17,4.41,87371
331,2026,"Pichincha",164160,1348.16,331,"2016-02-01","Pichincha","Manufactura",190017,177806,12211,6.43,384.93,1.45,90355.6
332,2026,"Azuay",287206,955.58,332,"2016-02-01","Santa Elena","Manufactura",193757,181725,12032,6.21,389.29,3.89,89538.91
333,2024,"Manabi",399550,1049.19,333,"2016-02-01","Santo Domingo de los Tsachilas","Manufactura",206839,193434,13405,6.48,385.77,2.43,87133.69
334,2025,"Manabi",38555,652.19,334,"2016-02-01","Sucumbios","Comercio",209168,197806,11362,5.43,374.34,4.66,86734.15
335,2025,"Manabi",295881,508.4,335,"2016-02-01","Tungurahua","Construccion",217907,202954,14953,6.86,359.46,1.3,90314.41
336,2024,"Manabi",282115,936.1,336,"2016-02-01","Zamora Chinchipe","Servicios",224073,214693,9380,4.19,375.22,0.33,88234.03
337,2024,"Loja",267400,1645.07,337,"2016-03-01","Azuay","Manufactura",72195,67813,4382,6.07,373.7,3.09,91403.18
338,2024,"Guayas",391478,1180.89,338,"2016-03-01","Bolivar","Construccion",77385,72068,5317,6.87,398.55,2.23,88974.89
339,2024,"Manabi",241063,1853.2,339,"2016-03-01","Cañar","Manufactura",87303,81973,5330,6.11,391.08,4.54,90486.75
340,2025,"Loja",426785,1942.94,340,"2016-03-01","Carchi","Servicios",91239,85728,5511,6.04,380.02,2.86,90636.85
341,2024,"Azuay",194240,418.78,341,"2016-03-01","Chimborazo","Servicios",99807,95581,4226,4.23,380.91,2.69,87008.79
342,2026,"Manabi",391296,1979.45,342,"2016-03-01","Cotopaxi","Agricultura",103887,97947,5940,5.72,379.81,0.49,88340.59
343,2024,"Guayas",65463,1722.73,343,"2016-03-01","El Oro","Agricultura",110635,103831,6804,6.15,376.82,2.29,91194.45
344,2025,"Pichincha",138447,1010.76,344,"2016-03-01","Esmeraldas","Construccion",121394,116058,5336,4.4,381.35,1.9,89519.56
345,2025,"Pichincha",56057,1139.82,345,"2016-03-01","Galapagos","Agricultura",121016,114738,6278,5.19,382.13,4.03,90429.02
346,2024,"Azuay",169064,930.1,346,"2016-03-01","Guayas","Agricultura",134296,127537,6759,5.03,396.38,0.04,91670.62
347,2026,"Azuay",109587,1950.8,347,"2016-03-01","Imbabura","Comercio",141784,135978,5806,4.1,389.63,1.87,90544.86
348,2026,"Guayas",267409,1180.97,348,"2016-03-01","Loja","Comercio",146880,136630,10250,6.98,395.27,1.73,91048.1
349,2024,"Azuay",54757,735.84,349,"2016-03-01","Los Rios","Construccion",148754,139758,8996,6.05,385.14,3.21,89396.5
350,2025,"Guayas",43403,1144.32,350,"2016-03-01","Manabi","Manufactura",156078,149000,7078,4.54,388.11,2.55,89344.21
351,2025,"Guayas",135057,735.56,351,"2016-03-01","Morona Santiago","Comercio",160886,150801,10085,6.27,387.76,4.89,89015.02
352,2026,"Manabi",154580,963.5,352,"2016-03-01","Napo","Manufactura",176240,167186,9054,5.14,365.2,0.92,89003.13
353,2025,"Manabi",448547,721.71,353,"2016-03-01","Orellana","Agricultura",176068,168856,7212,4.1,396.45,3.2,89774.62
354,2024,"Pichincha",408180,1427.71,354,"2016-03-01","Pastaza","Agricultura",184858,176321,8537,4.62,382.91,0.23,86867.88
355,2025,"Pichincha",46393,1952.66,355,"2016-03-01","Pichincha","Agricultura",191619,179698,11921,6.22,367.69,1.83,87871.7
356,2025,"Azuay",334769,1680.17,356,"2016-03-01","Santa Elena","Construccion",196600,185765,10835,5.51,388.26,1.23,90778.93
357,2024,"Guayas",244679,1869.52,357,"2016-03-01","Santo Domingo de los Tsachilas","Manufactura",210461,198268,12193,5.79,371.07,3.26,88303.33
358,2024,"Pichincha",459588,1522.36,358,"2016-03-01","Sucumbios","Manufactura",216235,206152,10083,4.66,396.94,1.29,87004.79
359,2026,"Azuay",40852,1900.25,359,"2016-03-01","Tungurahua","Comercio",221389,208842,12547,5.67,384.73,-0.05,88422.07
360,2024,"Loja",399567,1723.27,360,"2016-03-01","Zamora Chinchipe","Servicios",229677,218294,11383,4.96,374.06,1.91,87446.09
361,2025,"Manabi",107600,794.38,361,"2016-04-01","Azuay","Comercio",74576,71054,3522,4.72,364.77,0.89,90987.71
362,2026,"Azuay",31579,1457.05,362,"2016-04-01","Bolivar","Manufactura",74431,70198,4233,5.69,364.36,4.83,89486.43
363,2026,"Manabi",114378,1397.47,363,"2016-04-01","Cañar","Agricultura",84333,80446,3887,4.61,392.89,3.13,91311.13
364,2026,"Pichincha",311651,1278.29,364,"2016-04-01","Carchi","Servicios",95600,89698,5902,6.17,385.95,0.71,88042.31
365,2026,"Pichincha",404441,1763.17,365,"2016-04-01","Chimborazo","Servicios",94141,87909,6232,6.62,387.97,0.7,90508.48
366,2024,"Guayas",29681,582.5,366,"2016-04-01","Cotopaxi","Agricultura",103718,98078,5640,5.44,397.28,4.31,88364.82
368,2024,"Manabi",327897,929.65,368,"2016-04-01","Esmeraldas","Construccion",117474,110324,7150,6.09,368.57,3.43,88683.16
369,2024,"Guayas",120158,1400.68,369,"2016-04-01","Galapagos","Servicios",124806,118389,6417,5.14,369.46,2.53,88496.3
370,2025,"Pichincha",187551,891.52,370,"2016-04-01","Guayas","Construccion",134985,127699,7286,5.4,389.47,3.95,90312.07
371,2026,"Azuay",283554,1421.56,371,"2016-04-01","Imbabura","Manufactura",136835,129840,6995,5.11,367.85,1.89,89512.62
372,2024,"Manabi",211360,777.76,372,"2016-04-01","Loja","Manufactura",140441,133725,6716,4.78,375.7,4.65,89595.71
373,2025,"Loja",42027,1804.28,373,"2016-04-01","Los Rios","Construccion",150059,142572,7487,4.99,378.97,1.71,90866.81
374,2025,"Pichincha",57105,1779.56,374,"2016-04-01","Manabi","Comercio",157730,147809,9921,6.29,388.58,2.29,90317.79
375,2026,"Pichincha",380629,1444.34,375,"2016-04-01","Morona Santiago","Manufactura",162938,152839,10099,6.2,380.86,1.57,87399.79
376,2026,"Pichincha",190478,1470.25,376,"2016-04-01","Napo","Agricultura",175733,163483,12250,6.97,392.56,4.77,89319.72
377,2024,"Manabi",178327,1462.45,377,"2016-04-01","Orellana","Manufactura",174314,163345,10969,6.29,368.26,1.89,90912.72
378,2024,"Azuay",288984,1827.56,378,"2016-04-01","Pastaza","Servicios",180338,171942,8396,4.66,384.51,2.12,87002.25
379,2025,"Guayas",341141,444.38,379,"2016-04-01","Pichincha","Agricultura",194774,183131,11643,5.98,375.45,-0.22,89361.06
380,2025,"Guayas",42838,1602.42,380,"2016-04-01","Santa Elena","Comercio",202200,189732,12468,6.17,379.09,2.54,88133.44
381,2026,"Guayas",338735,1589.35,381,"2016-04-01","Santo Domingo de los Tsachilas","Servicios",203133,194356,8777,4.32,366.68,0.21,87444.49
382,2026,"Guayas",401874,894.22,382,"2016-04-01","Sucumbios","Comercio",211000,197400,13600,6.45,373.92,1.12,88684.48
383,2025,"Azuay",497819,540.09,383,"2016-04-01","Tungurahua","Agricultura",221053,208465,12588,5.7,386.36,4.95,87829.29
384,2026,"Loja",237799,1292.52,384,"2016-04-01","Zamora Chinchipe","Agricultura",220721,211274,9447,4.28,361.24,1.71,89463.51
385,2025,"Azuay",494105,1798.66,385,"2016-05-01","Azuay","Agricultura",68857,65932,2925,4.25,372.25,4.18,89924.54
386,2024,"Pichincha",121241,1334.64,386,"2016-05-01","Bolivar","Servicios",81300,75807,5493,6.76,386.69,0.92,91206.36
387,2025,"Manabi",287496,1116.68,387,"2016-05-01","Cañar","Servicios",87034,82845,4189,4.81,370.21,4.6,90122.14
388,2024,"Manabi",370138,1244.37,388,"2016-05-01","Carchi","Manufactura",95074,89394,5680,5.97,359.63,0.65,90952.14
389,2026,"Guayas",145324,915.91,389,"2016-05-01","Chimborazo","Construccion",102056,97533,4523,4.43,396.15,4.05,90804.51
390,2025,"Pichincha",181542,1733.73,390,"2016-05-01","Cotopaxi","Servicios",101698,95910,5788,5.69,386.08,2.7,90947.21
391,2024,"Guayas",408536,922.21,391,"2016-05-01","El Oro","Agricultura",111069,105348,5721,5.15,386.57,3.62,90652.49
392,2026,"Guayas",162475,975.87,392,"2016-05-01","Esmeraldas","Agricultura",120436,112926,7510,6.24,368.29,1.53,87188.43
393,2025,"Loja",120285,1369.85,393,"2016-05-01","Galapagos","Construccion",124409,117174,7235,5.82,397.76,2.95,89678.04
394,2026,"Pichincha",453070,1870.56,394,"2016-05-01","Guayas","Servicios",125912,118481,7431,5.9,368.13,3.85,88952.75
395,2026,"Manabi",306363,1535.36,395,"2016-05-01","Imbabura","Servicios",138175,130858,7317,5.3,362.43,3.3,90003.36
396,2025,"Loja",469688,992.19,396,"2016-05-01","Loja","Manufactura",143461,134288,9173,6.39,365.17,3.48,87110.19
397,2026,"Guayas",253715,-500,397,"2016-05-01","Los Rios","Construccion",151603,144099,7504,4.95,371.33,0.26,86725.98
398,2024,"Guayas",463141,1160.63,398,"2016-05-01","Manabi","Servicios",156236,149508,6728,4.31,381.28,0.16,88854.9
399,2026,"Manabi",317329,416.76,399,"2016-05-01","Morona Santiago","Construccion",165099,157984,7115,4.31,382.88,0.17,89471.1
400,2026,"Azuay",495339,1016.29,400,"2016-05-01","Napo","Servicios",171323,164407,6916,4.04,387.99,1.89,90595.85
401,2025,"Manabi",163437,955.65,401,"2016-05-01","Orellana","Construccion",175586,165550,10036,5.72,364.55,0.6,88603.66
402,2024,"Guayas",155517,592.05,402,"2016-05-01","Pastaza","Comercio",182604,172599,10005,5.48,375.84,0.04,88873.38
403,2026,"Azuay",404006,1973.09,403,"2016-05-01","Pichincha","Servicios",186064,176606,9458,5.08,378.83,4.7,90304.5
404,2026,"Manabi",104382,1716.44,404,"2016-05-01","Santa Elena","Servicios",194605,184148,10457,5.37,374.83,0.42,86733.84
405,2025,"Manabi",315471,475.32,405,"2016-05-01","Santo Domingo de los Tsachilas","Servicios",204223,191128,13095,6.41,391.62,1.45,88373.68
406,2026,"Azuay",327368,1621.35,406,"2016-05-01","Sucumbios","Manufactura",206827,196690,10137,4.9,378.16,2.9,90176.46
407,2025,"Pichincha",409258,1140.48,407,"2016-05-01","Tungurahua","Servicios",217718,202683,15035,6.91,378.64,1.24,90174.79
408,2026,"Azuay",391084,540.31,408,"2016-05-01","Zamora Chinchipe","Servicios",221763,210725,11038,4.98,373.6,1.19,90629.33
409,2026,"Loja",245360,1591.02,409,"2016-06-01","Azuay","Comercio",68273,64330,3943,5.78,381,2.59,90108.56
410,2025,"Azuay",305632,854.54,410,"2016-06-01","Bolivar","Comercio",74934,70951,3983,5.32,391.76,1.24,90164.18
411,2024,"Guayas",378394,1914.56,411,"2016-06-01","Cañar","Comercio",86180,82373,3807,4.42,365.17,1.31,87963.41
412,2025,"Manabi",314570,989.18,412,"2016-06-01","Carchi","Servicios",90676,86848,3828,4.22,375.03,4.95,89096.17
413,2024,"Guayas",472656,1071.16,413,"2016-06-01","Chimborazo","Servicios",97853,92343,5510,5.63,394.82,3.89,88497.65
414,2024,"Pichincha",112245,720.41,414,"2016-06-01","Cotopaxi","Construccion",107229,100887,6342,5.91,385.3,0.15,90544.77
415,2024,"Guayas",374499,1646.77,415,"2016-06-01","El Oro","Comercio",106725,100385,6340,5.94,386.1,-0.07,91618.04
416,2025,"Pichincha",163992,1936.25,416,"2016-06-01","Esmeraldas","Servicios",115932,107936,7996,6.9,369.35,1.98,86752.74
417,2025,"Guayas",464457,1572.41,417,"2016-06-01","Galapagos","Comercio",125499,118379,7120,5.67,373.96,3.34,87805.16
418,2024,"Pichincha",353306,1825.99,418,"2016-06-01","Guayas","Construccion",133143,125060,8083,6.07,378.31,0.5,91688.51
419,2025,"Loja",319726,801.78,419,"2016-06-01","Imbabura","Construccion",136815,127565,9250,6.76,388.21,0.16,90856.59
420,2025,"Pichincha",392286,449.32,420,"2016-06-01","Loja","Agricultura",141610,134489,7121,5.03,372.93,3.86,89305.57
422,2025,"Pichincha",68376,1875.62,422,"2016-06-01","Manabi","Manufactura",149870,140058,9812,6.55,365.57,3.13,90085.7
423,2025,"Manabi",230382,1898.82,423,"2016-06-01","Morona Santiago","Manufactura",164454,157016,7438,4.52,397.34,0.55,89499.24
424,2025,"Pichincha",207397,1995.92,424,"2016-06-01","Napo","Servicios",169136,159176,9960,5.89,374.82,0.69,89986.54
425,2026,"Guayas",266368,753.9,425,"2016-06-01","Orellana","Construccion",172232,163020,9212,5.35,367.59,1.98,86722.25
426,2024,"Guayas",10052,945.43,426,"2016-06-01","Pastaza","Manufactura",176525,166407,10118,5.73,373.63,3.94,89384.45
427,2026,"Loja",441027,1004.42,427,"2016-06-01","Pichincha","Construccion",189496,181269,8227,4.34,397.64,3.25,89147.42
428,2024,"Pichincha",75922,1433.17,428,"2016-06-01","Santa Elena","Comercio",198280,188038,10242,5.17,373.08,1.78,87271.16
429,2026,"Manabi",61570,727.6,429,"2016-06-01","Santo Domingo de los Tsachilas","Agricultura",197826,185084,12742,6.44,383.58,3.44,88187.22
430,2025,"Azuay",171695,1700.24,430,"2016-06-01","Sucumbios","Manufactura",203694,193633,10061,4.94,373.93,0.96,87284.74
