ID_Persona;Ciudad;Edad;Nivel_Educativo;Estado_Laboral;Ingreso_Mensual;Sector_Economico;Meses_Desempleado
1137;Cuenca;37;Secundaria;Desempleado;0.0;Ninguno;16
1138;Manta;57;Primaria;Subempleado;245.95;Comercio;0
1139;Guayaquil;61;Secundaria;Desempleado;0.0;Ninguno;3
1140;Manta;23;Secundaria;Empleado;1841.31;Servicios;0
1141;Manta;25;Secundaria;Subempleado;450.77;Tecnologia;0
1142;Manta;43;Tecnologico;Subempleado;431.29;Construccion;0
1143;Ambato;25;Primaria;Subempleado;323.92;Servicios;0
1144;Ambato;52;Universitario;Subempleado;420.71;Manufactura;0
1145;Cuenca;42;Primaria;Subempleado;330.35;Agricultura;0
1146;Cuenca;57;Universitario;Empleado;1784.74;Comercio;0
1147;Ambato;52;Primaria;Subempleado;369.74;Agricultura;0
1148;Ambato;19;Secundaria;Subempleado;341.74;Servicios;0
1149;Guayaquil;34;Tecnologico;Desempleado;0.0;Ninguno;13
1150;Ambato;20;Universitario;Subempleado;296.97;Servicios;0
1151;Ambato;57;Secundaria;Empleado;1714.41;Agricultura;0
1152;Ambato;27;Universitario;Empleado;1349.63;Agricultura;0
1153;Ambato;40;Primaria;Subempleado;401.89;Construccion;0
1154;Ambato;39;Secundaria;Desempleado;0.0;Ninguno;34
1155;Guayaquil;30;Tecnologico;Empleado;1361.74;Construccion;0
1156;Ambato;35;Secundaria;Empleado;1960.09;Agricultura;0
1157;Ambato;37;Primaria;Empleado;1379.52;Comercio;0
1158;Guayaquil;29;Primaria;Subempleado;158.8;Tecnologia;0
1159;Manta;59;Primaria;Empleado;2108.65;Servicios;0
1160;Cuenca;59;Secundaria;Subempleado;396.35;Agricultura;0
1161;Guayaquil;65;Primaria;Empleado;1927.57;Agricultura;0
1162;Manta;38;Primaria;Subempleado;335.17;Construccion;0
1163;Cuenca;34;Tecnologico;Desempleado;0.0;Ninguno;26
1164;Manta;20;Secundaria;Subempleado;166.21;Construccion;0
1165;Ambato;62;Tecnologico;Desempleado;0.0;Ninguno;33
1166;Guayaquil;45;Secundaria;Empleado;1059.55;Servicios;0
1167;Guayaquil;40;Tecnologico;Desempleado;0.0;Ninguno;20
1168;Manta;37;Secundaria;Desempleado;0.0;Ninguno;6
1169;Quito;54;Universitario;Desempleado;0.0;Ninguno;26
1170;Cuenca;47;Secundaria;Desempleado;0.0;Ninguno;15
1171;Ambato;31;Tecnologico;Desempleado;0.0;Ninguno;2
1172;Manta;60;Universitario;Empleado;2225.01;Construccion;0
1173;Quito;38;Primaria;Empleado;639.56;Construccion;0
1174;Guayaquil;55;Primaria;Subempleado;406.11;Comercio;0
1175;Quito;50;Secundaria;Subempleado;225.6;Manufactura;0
1176;Ambato;32;Tecnologico;Empleado;870.64;Tecnologia;0
1177;Cuenca;54;Universitario;Subempleado;158.24;Construccion;0
1178;Quito;62;Primaria;Empleado;2036.3;Tecnologia;0
1179;Ambato;32;Tecnologico;Desempleado;0.0;Ninguno;11
1180;Manta;24;Tecnologico;Desempleado;0.0;Ninguno;2
1181;Ambato;46;Tecnologico;Desempleado;0.0;Ninguno;20
1182;Manta;21;Tecnologico;Empleado;1800.58;Servicios;0
1183;Cuenca;22;Primaria;Subempleado;121.55;Manufactura;0
1184;Manta;44;Tecnologico;Desempleado;0.0;Ninguno;11
1185;Cuenca;39;Tecnologico;Subempleado;283.68;Servicios;0
1186;Guayaquil;24;Primaria;Subempleado;159.04;Tecnologia;0
1187;Manta;31;Secundaria;Desempleado;0.0;Ninguno;2
1188;Ambato;24;Universitario;Subempleado;104.93;Servicios;0
1189;Manta;33;Secundaria;Empleado;732.59;Construccion;0
1190;Guayaquil;61;Primaria;Empleado;2214.31;Comercio;0
1191;Manta;20;Secundaria;Desempleado;0.0;Ninguno;30
1192;Manta;30;Primaria;Subempleado;101.71;Comercio;0
1193;Cuenca;40;Secundaria;Desempleado;0.0;Ninguno;5
1194;Guayaquil;38;Universitario;Subempleado;184.75;Servicios;0
1195;Ambato;18;Tecnologico;Subempleado;192.22;Construccion;0
1196;Manta;39;Primaria;Desempleado;0.0;Ninguno;26
1197;Manta;58;Primaria;Empleado;474.33;Servicios;0
1198;Manta;26;Primaria;Subempleado;335.21;Agricultura;0
1199;Manta;41;Universitario;Empleado;1469.0;Servicios;0
1200;Manta;47;Secundaria;Subempleado;315.87;Servicios;0
1201;Guayaquil;34;Universitario;Desempleado;0.0;Ninguno;33
1202;Quito;49;Secundaria;Empleado;2333.49;Manufactura;0
1203;Quito;44;Secundaria;Desempleado;0.0;Ninguno;13
1204;Ambato;58;Tecnologico;Desempleado;0.0;Ninguno;9
1205;Guayaquil;32;Universitario;Desempleado;0.0;Ninguno;4
1206;Quito;60;Tecnologico;Empleado;1131.98;Manufactura;0
1207;Cuenca;41;Secundaria;Subempleado;228.14;Construccion;0
1208;Quito;25;Universitario;Empleado;2499.68;Manufactura;0
1209;Guayaquil;60;Primaria;Subempleado;278.86;Tecnologia;0
1210;Guayaquil;57;Primaria;Desempleado;0.0;Ninguno;27
1211;Cuenca;48;Secundaria;Desempleado;0.0;Ninguno;11
1212;Cuenca;27;Primaria;Empleado;1305.32;Agricultura;0
1213;Guayaquil;21;Tecnologico;Desempleado;0.0;Ninguno;32
1214;Cuenca;46;Tecnologico;Desempleado;0.0;Ninguno;22
1215;Manta;51;Primaria;Empleado;923.04;Agricultura;0
1216;Ambato;41;Primaria;Desempleado;0.0;Ninguno;13
1217;Guayaquil;51;Secundaria;Desempleado;0.0;Ninguno;22
1218;Ambato;60;Universitario;Desempleado;0.0;Ninguno;23
1219;Guayaquil;54;Primaria;Desempleado;0.0;Ninguno;18
1220;Guayaquil;38;Tecnologico;Desempleado;0.0;Ninguno;18
1221;Quito;54;Primaria;Empleado;978.42;Servicios;0
1222;Guayaquil;54;Tecnologico;Empleado;518.22;Servicios;0
1223;Cuenca;18;Secundaria;Empleado;521.88;Agricultura;0
1224;Guayaquil;21;Universitario;Empleado;559.94;Tecnologia;0
1225;Manta;19;Universitario;Empleado;2339.54;Construccion;0
1226;Manta;29;Universitario;Subempleado;352.61;Servicios;0
1227;Quito;62;Secundaria;Empleado;1666.6;Agricultura;0
1228;Quito;59;Tecnologico;Subempleado;134.28;Manufactura;0
1229;Guayaquil;46;Secundaria;Subempleado;398.38;Servicios;0
1230;Guayaquil;24;Secundaria;Empleado;2173.16;Tecnologia;0
1231;Ambato;24;Universitario;Desempleado;0.0;Ninguno;4
1232;Cuenca;33;Primaria;Empleado;1560.47;Tecnologia;0
1233;Ambato;36;Tecnologico;Desempleado;0.0;Ninguno;4
1234;Cuenca;55;Primaria;Desempleado;0.0;Ninguno;33
1235;Cuenca;18;Primaria;Empleado;657.62;Agricultura;0
1236;Ambato;37;Secundaria;Empleado;1801.58;Servicios;0
1237;Guayaquil;24;Universitario;Empleado;1703.07;Agricultura;0
1238;Manta;58;Secundaria;Empleado;1348.24;Servicios;0
1239;Quito;38;Secundaria;Desempleado;0.0;Ninguno;31
1240;Guayaquil;53;Universitario;Empleado;1158.51;Construccion;0
1241;Quito;47;Universitario;Empleado;1212.67;Manufactura;0
1242;Quito;32;Universitario;Desempleado;0.0;Ninguno;23
1243;Manta;30;Tecnologico;Empleado;1216.85;Comercio;0
1244;Guayaquil;20;Universitario;Desempleado;0.0;Ninguno;18
1245;Guayaquil;33;Universitario;Empleado;1742.55;Manufactura;0
1246;Ambato;28;Secundaria;Subempleado;156.61;Manufactura;0
1247;Cuenca;51;Tecnologico;Subempleado;138.21;Manufactura;0
1248;Guayaquil;22;Tecnologico;Subempleado;423.51;Servicios;0
1249;Ambato;33;Primaria;Subempleado;235.1;Comercio;0
1250;Cuenca;25;Tecnologico;Empleado;1049.53;Manufactura;0
1251;Cuenca;27;Primaria;Desempleado;0.0;Ninguno;29
1252;Ambato;63;Secundaria;Empleado;1929.59;Agricultura;0
1253;Ambato;44;Tecnologico;Desempleado;0.0;Ninguno;17
1254;Quito;65;Primaria;Desempleado;0.0;Ninguno;2
1255;Manta;27;Secundaria;Subempleado;368.2;Agricultura;0
1256;Cuenca;48;Tecnologico;Desempleado;0.0;Ninguno;28
1257;Cuenca;25;Tecnologico;Desempleado;0.0;Ninguno;35
1258;Quito;54;Tecnologico;Subempleado;303.19;Manufactura;0
1259;Cuenca;19;Tecnologico;Desempleado;0.0;Ninguno;14
1260;Quito;37;Universitario;Desempleado;0.0;Ninguno;11
1261;Ambato;32;Primaria;Empleado;1576.42;Construccion;0
1262;Quito;43;Secundaria;Subempleado;182.54;Agricultura;0
1263;Cuenca;32;Tecnologico;Desempleado;0.0;Ninguno;34
1264;Quito;53;Universitario;Empleado;2056.48;Tecnologia;0
1265;Quito;37;Universitario;Empleado;1756.39;Tecnologia;0
1266;Guayaquil;50;Secundaria;Empleado;1342.49;Servicios;0
1267;Guayaquil;42;Tecnologico;Desempleado;0.0;Ninguno;16
1268;Quito;56;Tecnologico;Subempleado;162.14;Agricultura;0
1269;Ambato;32;Secundaria;Subempleado;173.35;Agricultura;0
1270;Ambato;40;Primaria;Empleado;1036.2;Tecnologia;0
1271;Guayaquil;18;Primaria;Subempleado;453.91;Construccion;0
1272;Cuenca;58;Universitario;Subempleado;115.17;Manufactura;0
1273;Cuenca;23;Tecnologico;Subempleado;191.66;Agricultura;0
1274;Manta;32;Tecnologico;Empleado;2039.43;Construccion;0
1275;Cuenca;55;Universitario;Desempleado;0.0;Ninguno;3
1276;Quito;36;Universitario;Subempleado;356.89;Tecnologia;0
1277;Guayaquil;55;Primaria;Desempleado;0.0;Ninguno;15
1278;Ambato;61;Secundaria;Desempleado;0.0;Ninguno;1
1279;Guayaquil;41;Primaria;Empleado;2029.45;Comercio;0
1280;Quito;19;Tecnologico;Desempleado;0.0;Ninguno;30
1281;Ambato;22;Primaria;Empleado;1787.24;Comercio;0
1282;Ambato;63;Primaria;Subempleado;206.3;Comercio;0
1283;Ambato;21;Tecnologico;Empleado;2378.31;Agricultura;0
1284;Guayaquil;46;Tecnologico;Desempleado;0.0;Ninguno;29
1285;Manta;27;Tecnologico;Desempleado;0.0;Ninguno;11
1286;Guayaquil;64;Primaria;Empleado;2093.89;Comercio;0
1287;Ambato;42;Tecnologico;Empleado;1132.22;Agricultura;0
1288;Ambato;24;Primaria;Desempleado;0.0;Ninguno;31
1289;Guayaquil;42;Secundaria;Desempleado;0.0;Ninguno;31
1290;Manta;41;Secundaria;Subempleado;196.15;Manufactura;0
1291;Quito;37;Primaria;Empleado;599.96;Agricultura;0
1292;Quito;38;Universitario;Subempleado;141.2;Agricultura;0
1293;Ambato;62;Tecnologico;Subempleado;394.37;Tecnologia;0
1294;Cuenca;23;Primaria;Empleado;2014.51;Agricultura;0
1295;Guayaquil;41;Secundaria;Empleado;705.2;Tecnologia;0
1296;Ambato;37;Primaria;Subempleado;271.94;Comercio;0
1297;Guayaquil;18;Secundaria;Desempleado;0.0;Ninguno;12
1298;Cuenca;54;Secundaria;Desempleado;0.0;Ninguno;24
1299;Guayaquil;44;Tecnologico;Subempleado;355.13;Comercio;0
1300;Quito;25;Primaria;Empleado;1861.46;Agricultura;0
1301;Ambato;42;Primaria;Desempleado;0.0;Ninguno;6
1302;Guayaquil;46;Universitario;Subempleado;289.76;Construccion;0
1303;Manta;48;Tecnologico;Desempleado;0.0;Ninguno;36
1304;Guayaquil;26;Secundaria;Desempleado;0.0;Ninguno;10
1305;Guayaquil;32;Universitario;Subempleado;108.91;Servicios;0
1306;Cuenca;21;Primaria;Subempleado;323.31;Comercio;0
1307;Ambato;39;Tecnologico;Subempleado;305.29;Agricultura;0
1308;Guayaquil;65;Universitario;Subempleado;101.51;Agricultura;0
1309;Manta;63;Primaria;Desempleado;0.0;Ninguno;7
1310;Guayaquil;37;Universitario;Empleado;934.27;Construccion;0
1311;Cuenca;39;Secundaria;Empleado;1682.95;Comercio;0
1312;Manta;54;Tecnologico;Empleado;894.09;Construccion;0
1313;Manta;64;Primaria;Desempleado;0.0;Ninguno;8
1314;Quito;56;Secundaria;Empleado;1838.7;Manufactura;0
1315;Cuenca;64;Universitario;Empleado;938.05;Manufactura;0
1316;Manta;40;Secundaria;Desempleado;0.0;Ninguno;35
1317;Cuenca;45;Primaria;Empleado;2127.0;Construccion;0
1318;Cuenca;60;Primaria;Empleado;1655.99;Tecnologia;0
1319;Guayaquil;47;Primaria;Desempleado;0.0;Ninguno;14
1320;Manta;47;Tecnologico;Subempleado;114.8;Manufactura;0
1321;Guayaquil;27;Tecnologico;Empleado;2146.9;Manufactura;0
1322;Quito;54;Universitario;Subempleado;263.33;Agricultura;0
1323;Quito;49;Universitario;Empleado;919.9;Servicios;0
1324;Guayaquil;46;Tecnologico;Subempleado;119.95;Construccion;0
1325;Manta;36;Universitario;Empleado;2150.42;Construccion;0
1326;Cuenca;51;Universitario;Desempleado;0.0;Ninguno;33
1327;Manta;56;Tecnologico;Desempleado;0.0;Ninguno;14
1328;Guayaquil;22;Universitario;Empleado;1779.26;Comercio;0
1329;Manta;36;Primaria;Desempleado;0.0;Ninguno;23
1330;Cuenca;19;Primaria;Subempleado;365.31;Agricultura;0
1331;Quito;22;Tecnologico;Desempleado;0.0;Ninguno;20
1332;Guayaquil;22;Tecnologico;Desempleado;0.0;Ninguno;26
1333;Cuenca;52;Tecnologico;Subempleado;110.24;Tecnologia;0
1334;Quito;45;Secundaria;Desempleado;0.0;Ninguno;19
1335;Guayaquil;46;Universitario;Subempleado;437.93;Agricultura;0
1336;Quito;61;Secundaria;Subempleado;167.02;Comercio;0
1337;Manta;28;Tecnologico;Empleado;1808.29;Construccion;0
1338;Manta;18;Universitario;Desempleado;0.0;Ninguno;22
1339;Ambato;58;Tecnologico;Desempleado;0.0;Ninguno;13
1340;Manta;32;Tecnologico;Subempleado;139.12;Tecnologia;0
1341;Guayaquil;20;Tecnologico;Desempleado;0.0;Ninguno;22
1342;Ambato;58;Secundaria;Desempleado;0.0;Ninguno;34
1343;Cuenca;44;Primaria;Empleado;558.77;Tecnologia;0
1344;Cuenca;64;Tecnologico;Subempleado;237.28;Construccion;0
1345;Manta;41;Universitario;Empleado;1920.36;Manufactura;0
1346;Manta;45;Primaria;Empleado;1458.62;Manufactura;0
1347;Quito;42;Tecnologico;Empleado;2317.36;Tecnologia;0
1348;Guayaquil;49;Secundaria;Subempleado;241.58;Servicios;0
1349;Manta;49;Universitario;Desempleado;0.0;Ninguno;32
1350;Cuenca;49;Universitario;Desempleado;0.0;Ninguno;1
1351;Quito;46;Universitario;Subempleado;350.77;Servicios;0
1352;Manta;21;Universitario;Desempleado;0.0;Ninguno;32
1353;Manta;50;Universitario;Empleado;2429.53;Tecnologia;0
1354;Ambato;48;Universitario;Subempleado;452.14;Tecnologia;0
1355;Ambato;23;Universitario;Desempleado;0.0;Ninguno;30
1356;Guayaquil;46;Universitario;Subempleado;454.45;Construccion;0
1357;Quito;36;Universitario;Subempleado;444.09;Manufactura;0
1358;Cuenca;30;Universitario;Desempleado;0.0;Ninguno;16
1359;Guayaquil;37;Universitario;Subempleado;187.75;Comercio;0
1360;Cuenca;42;Primaria;Subempleado;368.67;Agricultura;0
1361;Guayaquil;26;Secundaria;Desempleado;0.0;Ninguno;34
1362;Cuenca;64;Primaria;Empleado;2367.89;Agricultura;0
1363;Cuenca;46;Universitario;Subempleado;155.09;Manufactura;0
1364;Cuenca;29;Primaria;Desempleado;0.0;Ninguno;18
1365;Ambato;42;Universitario;Desempleado;0.0;Ninguno;4
1366;Guayaquil;31;Secundaria;Empleado;1384.15;Construccion;0
1367;Guayaquil;48;Universitario;Empleado;784.88;Comercio;0
1368;Manta;45;Primaria;Subempleado;234.49;Servicios;0
1369;Quito;35;Secundaria;Desempleado;0.0;Ninguno;5
1370;Manta;31;Primaria;Desempleado;0.0;Ninguno;11
1371;Cuenca;48;Universitario;Subempleado;282.82;Servicios;0
1372;Cuenca;23;Tecnologico;Desempleado;0.0;Ninguno;25
1373;Manta;20;Secundaria;Empleado;533.65;Agricultura;0
1374;Guayaquil;58;Tecnologico;Empleado;1845.54;Agricultura;0
1375;Guayaquil;63;Universitario;Empleado;2108.58;Tecnologia;0
1376;Guayaquil;51;Tecnologico;Empleado;2354.34;Servicios;0
1377;Cuenca;49;Tecnologico;Desempleado;0.0;Ninguno;5
1378;Ambato;25;Secundaria;Empleado;1681.82;Agricultura;0
1379;Quito;38;Universitario;Empleado;2496.99;Agricultura;0
1380;Manta;38;Secundaria;Empleado;1107.06;Agricultura;0
1381;Cuenca;19;Secundaria;Empleado;477.9;Construccion;0
1382;Quito;50;Tecnologico;Desempleado;0.0;Ninguno;6
1383;Cuenca;41;Universitario;Desempleado;0.0;Ninguno;18
1384;Cuenca;26;Primaria;Subempleado;419.8;Comercio;0
1385;Guayaquil;38;Secundaria;Subempleado;451.91;Servicios;0
1386;Ambato;44;Tecnologico;Subempleado;136.26;Construccion;0
1387;Manta;56;Secundaria;Desempleado;0.0;Ninguno;4
1388;Manta;62;Tecnologico;Empleado;1319.56;Manufactura;0
1389;Quito;45;Universitario;Subempleado;346.53;Agricultura;0
1390;Guayaquil;44;Primaria;Empleado;2331.15;Servicios;0
1391;Cuenca;29;Secundaria;Empleado;2137.74;Servicios;0
1392;Cuenca;21;Tecnologico;Empleado;1795.84;Servicios;0
1393;Manta;56;Primaria;Subempleado;210.89;Construccion;0
1394;Manta;30;Universitario;Subempleado;235.42;Comercio;0
1395;Guayaquil;62;Tecnologico;Empleado;2014.43;Tecnologia;0
1396;Manta;21;Secundaria;Desempleado;0.0;Ninguno;31
1397;Guayaquil;33;Universitario;Empleado;821.47;Tecnologia;0
1398;Ambato;32;Tecnologico;Empleado;894.77;Agricultura;0
1399;Quito;47;Secundaria;Empleado;614.97;Agricultura;0
1400;Cuenca;28;Universitario;Empleado;873.67;Comercio;0
1401;Quito;51;Tecnologico;Empleado;1790.9;Servicios;0
1402;Quito;55;Secundaria;Subempleado;192.14;Comercio;0
1403;Guayaquil;54;Primaria;Empleado;2415.47;Tecnologia;0
1404;Ambato;43;Secundaria;Desempleado;0.0;Ninguno;18
1405;Manta;28;Secundaria;Subempleado;290.7;Tecnologia;0
1406;Guayaquil;40;Primaria;Subempleado;150.89;Agricultura;0
1407;Quito;19;Primaria;Desempleado;0.0;Ninguno;26
1408;Cuenca;36;Universitario;Empleado;1196.68;Tecnologia;0
1409;Manta;39;Tecnologico;Empleado;2116.7;Agricultura;0
1410;Cuenca;56;Universitario;Subempleado;236.54;Tecnologia;0
1411;Cuenca;19;Secundaria;Subempleado;385.66;Servicios;0
1412;Cuenca;43;Primaria;Empleado;1030.59;Tecnologia;0
1413;Ambato;51;Tecnologico;Subempleado;374.36;Manufactura;0
1414;Guayaquil;46;Primaria;Desempleado;0.0;Ninguno;18
1415;Guayaquil;38;Secundaria;Desempleado;0.0;Ninguno;19
1416;Ambato;19;Universitario;Desempleado;0.0;Ninguno;17
1417;Guayaquil;42;Tecnologico;Desempleado;0.0;Ninguno;10
1418;Quito;44;Universitario;Subempleado;287.76;Tecnologia;0
1419;Quito;57;Tecnologico;Empleado;877.52;Servicios;0
1420;Ambato;32;Secundaria;Desempleado;0.0;Ninguno;33
1421;Cuenca;61;Tecnologico;Subempleado;154.83;Servicios;0
1422;Manta;38;Secundaria;Subempleado;123.44;Manufactura;0
1423;Cuenca;24;Secundaria;Desempleado;0.0;Ninguno;18
1424;Guayaquil;34;Secundaria;Empleado;1091.71;Manufactura;0
1425;Manta;40;Secundaria;Subempleado;349.52;Manufactura;0
1426;Cuenca;19;Universitario;Subempleado;370.53;Manufactura;0
1427;Ambato;64;Tecnologico;Subempleado;272.78;Servicios;0
1428;Manta;40;Primaria;Desempleado;0.0;Ninguno;35
1429;Cuenca;52;Primaria;Desempleado;0.0;Ninguno;7
1430;Cuenca;38;Universitario;Empleado;2214.1;Servicios;0
1431;Quito;36;Universitario;Subempleado;203.4;Tecnologia;0
1432;Guayaquil;39;Primaria;Empleado;1738.63;Manufactura;0
1433;Cuenca;37;Primaria;Subempleado;399.5;Construccion;0
1434;Quito;32;Tecnologico;Subempleado;133.18;Construccion;0
1435;Quito;44;Secundaria;Desempleado;0.0;Ninguno;4
1436;Ambato;34;Tecnologico;Desempleado;0.0;Ninguno;35
1437;Quito;64;Secundaria;Desempleado;0.0;Ninguno;16
1438;Guayaquil;29;Secundaria;Subempleado;197.36;Agricultura;0
1439;Cuenca;21;Secundaria;Empleado;1640.59;Agricultura;0
1440;Cuenca;44;Primaria;Desempleado;0.0;Ninguno;17
1441;Manta;38;Universitario;Subempleado;298.07;Agricultura;0
1442;Cuenca;65;Tecnologico;Subempleado;182.62;Servicios;0
1443;Manta;47;Universitario;Desempleado;0.0;Ninguno;23
1444;Manta;36;Primaria;Empleado;2086.0;Agricultura;0
1445;Manta;32;Tecnologico;Subempleado;458.28;Comercio;0
1446;Quito;55;Secundaria;Subempleado;422.68;Construccion;0
1447;Manta;37;Universitario;Subempleado;170.05;Manufactura;0
1448;Cuenca;44;Primaria;Empleado;1529.02;Manufactura;0
1449;Manta;27;Secundaria;Subempleado;403.94;Construccion;0
1450;Cuenca;57;Primaria;Desempleado;0.0;Ninguno;1
1451;Guayaquil;40;Tecnologico;Subempleado;166.51;Comercio;0
1452;Guayaquil;65;Universitario;Subempleado;294.57;Servicios;0
1453;Cuenca;48;Universitario;Desempleado;0.0;Ninguno;24
1454;Ambato;29;Tecnologico;Empleado;1189.47;Agricultura;0
1455;Cuenca;22;Primaria;Empleado;850.65;Tecnologia;0
1456;Cuenca;19;Primaria;Empleado;1167.57;Agricultura;0
1457;Guayaquil;22;Tecnologico;Subempleado;396.14;Construccion;0
1458;Cuenca;36;Primaria;Empleado;2046.19;Manufactura;0
1459;Ambato;53;Secundaria;Empleado;889.05;Manufactura;0
1460;Quito;25;Secundaria;Empleado;2113.8;Comercio;0
1461;Manta;57;Secundaria;Empleado;1586.72;Construccion;0
1462;Ambato;57;Tecnologico;Empleado;2170.58;Construccion;0
1463;Manta;27;Primaria;Subempleado;138.82;Construccion;0
1464;Guayaquil;47;Tecnologico;Empleado;2195.48;Manufactura;0
1465;Guayaquil;53;Tecnologico;Empleado;862.95;Construccion;0
1466;Guayaquil;52;Secundaria;Empleado;907.62;Servicios;0
1467;Manta;54;Tecnologico;Empleado;798.73;Agricultura;0
1468;Quito;59;Tecnologico;Empleado;908.99;Servicios;0
1469;Manta;22;Universitario;Subempleado;441.09;Agricultura;0
1470;Quito;23;Secundaria;Empleado;1364.47;Manufactura;0
1471;Cuenca;34;Tecnologico;Subempleado;111.95;Construccion;0
1472;Quito;63;Tecnologico;Empleado;1308.22;Agricultura;0
1473;Guayaquil;23;Universitario;Desempleado;0.0;Ninguno;25
1474;Ambato;57;Tecnologico;Subempleado;228.32;Tecnologia;0
1475;Ambato;25;Universitario;Desempleado;0.0;Ninguno;2
1476;Manta;45;Universitario;Empleado;1747.58;Tecnologia;0
1477;Quito;54;Tecnologico;Desempleado;0.0;Ninguno;26
1478;Ambato;42;Universitario;Desempleado;0.0;Ninguno;35
1479;Manta;53;Secundaria;Empleado;1087.36;Tecnologia;0
1480;Cuenca;63;Tecnologico;Subempleado;453.25;Tecnologia;0
1481;Guayaquil;63;Tecnologico;Subempleado;222.54;Tecnologia;0
1482;Manta;38;Universitario;Desempleado;0.0;Ninguno;36
1483;Quito;37;Secundaria;Empleado;801.06;Comercio;0
1484;Guayaquil;59;Secundaria;Desempleado;0.0;Ninguno;10
1485;Manta;60;Tecnologico;Desempleado;0.0;Ninguno;36
1486;Ambato;42;Primaria;Desempleado;0.0;Ninguno;24
1487;Quito;24;Primaria;Subempleado;409.32;Comercio;0
1488;Cuenca;57;Universitario;Empleado;2253.44;Servicios;0
1489;Cuenca;36;Secundaria;Subempleado;423.15;Construccion;0
1490;Ambato;44;Universitario;Desempleado;0.0;Ninguno;29
1491;Guayaquil;58;Primaria;Subempleado;206.53;Servicios;0
1492;Manta;52;Primaria;Empleado;2383.19;Agricultura;0
1493;Ambato;64;Tecnologico;Empleado;2104.01;Servicios;0
1494;Guayaquil;38;Tecnologico;Desempleado;0.0;Ninguno;25
1495;Cuenca;64;Universitario;Desempleado;0.0;Ninguno;14
1496;Quito;21;Tecnologico;Subempleado;455.01;Servicios;0
1497;Ambato;48;Primaria;Empleado;469.64;Construccion;0
1498;Quito;33;Primaria;Desempleado;0.0;Ninguno;7
1499;Cuenca;63;Secundaria;Desempleado;0.0;Ninguno;12
1500;Guayaquil;39;Primaria;Desempleado;0.0;Ninguno;30
1501;Guayaquil;55;Primaria;Subempleado;155.83;Manufactura;0
1502;Guayaquil;59;Primaria;Subempleado;341.68;Manufactura;0
1503;Quito;40;Tecnologico;Subempleado;277.13;Comercio;0
1504;Quito;50;Universitario;Subempleado;225.8;Servicios;0
1505;Manta;42;Tecnologico;Subempleado;318.27;Servicios;0
1506;Cuenca;56;Primaria;Subempleado;424.79;Servicios;0
1507;Manta;41;Secundaria;Desempleado;0.0;Ninguno;31
1508;Guayaquil;50;Secundaria;Desempleado;0.0;Ninguno;29
1509;Ambato;47;Secundaria;Subempleado;339.13;Servicios;0
1510;Guayaquil;35;Universitario;Empleado;855.89;Agricultura;0
1511;Ambato;55;Primaria;Desempleado;0.0;Ninguno;21
1512;Manta;20;Universitario;Empleado;1013.44;Construccion;0
1513;Cuenca;25;Primaria;Empleado;1198.42;Construccion;0
1514;Ambato;56;Primaria;Desempleado;0.0;Ninguno;18
1515;Guayaquil;63;Primaria;Subempleado;424.84;Construccion;0
1516;Ambato;34;Secundaria;Empleado;913.55;Agricultura;0
1517;Ambato;40;Primaria;Desempleado;0.0;Ninguno;17
1518;Ambato;56;Secundaria;Desempleado;0.0;Ninguno;32
1519;Guayaquil;35;Universitario;Empleado;550.13;Comercio;0
1520;Guayaquil;32;Primaria;Subempleado;369.03;Agricultura;0
1521;Quito;54;Primaria;Subempleado;102.45;Comercio;0
1522;Manta;28;Universitario;Subempleado;361.82;Construccion;0
1523;Guayaquil;36;Universitario;Desempleado;0.0;Ninguno;33
1524;Manta;20;Tecnologico;Desempleado;0.0;Ninguno;33
1525;Cuenca;54;Secundaria;Subempleado;241.26;Comercio;0
1526;Manta;51;Universitario;Desempleado;0.0;Ninguno;31
1527;Cuenca;18;Primaria;Desempleado;0.0;Ninguno;5
1528;Manta;39;Tecnologico;Empleado;852.66;Agricultura;0
1529;Guayaquil;54;Secundaria;Empleado;2250.32;Servicios;0
1530;Cuenca;61;Primaria;Subempleado;382.05;Servicios;0
1531;Quito;49;Universitario;Subempleado;454.47;Agricultura;0
1532;Cuenca;59;Tecnologico;Empleado;2038.03;Comercio;0
1533;Manta;46;Secundaria;Desempleado;0.0;Ninguno;17
1534;Quito;21;Primaria;Subempleado;270.03;Tecnologia;0
1535;Ambato;39;Primaria;Empleado;1052.95;Agricultura;0
1536;Cuenca;31;Secundaria;Desempleado;0.0;Ninguno;26
1537;Ambato;34;Universitario;Empleado;2269.41;Agricultura;0
1538;Guayaquil;29;Primaria;Subempleado;437.72;Agricultura;0
1539;Manta;60;Universitario;Subempleado;207.63;Construccion;0
1540;Quito;23;Tecnologico;Empleado;2377.35;Manufactura;0
1541;Ambato;21;Universitario;Desempleado;0.0;Ninguno;13
1542;Guayaquil;25;Primaria;Empleado;1665.98;Construccion;0
1543;Quito;28;Primaria;Desempleado;0.0;Ninguno;15
1544;Cuenca;39;Tecnologico;Desempleado;0.0;Ninguno;31
1545;Ambato;54;Tecnologico;Desempleado;0.0;Ninguno;33
1546;Quito;36;Universitario;Empleado;1559.24;Tecnologia;0
1547;Quito;19;Primaria;Desempleado;0.0;Ninguno;23
1548;Quito;36;Secundaria;Empleado;953.68;Construccion;0
1549;Cuenca;44;Universitario;Subempleado;298.76;Servicios;0
